,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
3,2018-10-24T00:00:00,4,0021800055,3,Final,20181024/MINTOR,1610612761,1610612750,2018,4,     ,,Q4       - ,1
4,2018-10-24T00:00:00,5,0021800056,3,Final,20181024/CHACHI,1610612741,1610612766,2018,4,     ,,Q4       - ,1
5,2018-10-24T00:00:00,6,0021800057,3,Final,20181024/UTAHOU,1610612745,1610612762,2018,4,     ,,Q4       - ,1
6,2018-10-24T00:00:00,7,0021800058,3,Final,20181024/INDSAS,1610612759,1610612754,2018,4,     ,,Q4       - ,1
7,2018-10-24T00:00:00,8,0021800059,3,Final,20181024/PHIMIL,1610612749,1610612755,2018,4,     ,ESPN,Q4       - ESPN,1
8,2018-10-24T00:00:00,9,0021800060,3,Final,20181024/LALPHX,1610612756,1610612747,2018,4,     ,,Q4       - ,1
9,2018-10-24T00:00:00,10,0021800061,3,Final,20181024/MEMSAC,1610612758,1610612763,2018,4,     ,,Q4       - ,1
10,2018-10-24T00:00:00,11,0021800062,3,Final,20181024/WASGSW,1610612744,1610612764,2018,4,     ,,Q4       - ,1
0,2018-10-23T00:00:00,1,0021800049,3,Final,20181023/PHIDET,1610612765,1610612755,2018,5,     ,NBA TV,Q5       - NBA TV,1
1,2018-10-23T00:00:00,2,0021800050,3,Final,20181023/LACNOP,1610612740,1610612746,2018,4,     ,,Q4       - ,1
2,2018-10-23T00:00:00,3,0021800051,3,Final,20181023/SACDEN,1610612743,1610612758,2018,4,     ,,Q4       - ,1
0,2018-10-22T00:00:00,1,0021800040,3,Final,20181022/ORLBOS,1610612738,1610612753,2018,4,     ,NBA TV,Q4       - NBA TV,1
1,2018-10-22T00:00:00,2,0021800041,3,Final,20181022/CHATOR,1610612761,1610612766,2018,4,     ,,Q4       - ,1
2,2018-10-22T00:00:00,3,0021800042,3,Final,20181022/NYKMIL,1610612749,1610612752,2018,4,     ,,Q4       - ,1
3,2018-10-22T00:00:00,4,0021800043,3,Final,20181022/INDMIN,1610612750,1610612754,2018,4,     ,,Q4       - ,1
4,2018-10-22T00:00:00,5,0021800044,3,Final,20181022/CHIDAL,1610612742,1610612741,2018,4,     ,,Q4       - ,1
5,2018-10-22T00:00:00,6,0021800045,3,Final,20181022/MEMUTA,1610612762,1610612763,2018,4,     ,,Q4       - ,1
6,2018-10-22T00:00:00,7,0021800046,3,Final,20181022/WASPOR,1610612757,1610612764,2018,5,     ,,Q5       - ,1
7,2018-10-22T00:00:00,8,0021800047,3,Final,20181022/PHXGSW,1610612744,1610612756,2018,4,     ,,Q4       - ,1
8,2018-10-22T00:00:00,9,0021800048,3,Final,20181022/SASLAL,1610612747,1610612759,2018,5,     ,NBA TV,Q5       - NBA TV,1
0,2018-10-21T00:00:00,1,0021800036,3,Final,20181021/ATLCLE,1610612739,1610612737,2018,4,     ,,Q4       - ,1
1,2018-10-21T00:00:00,2,0021800037,3,Final,20181021/SACOKC,1610612760,1610612758,2018,4,     ,,Q4       - ,1
2,2018-10-21T00:00:00,3,0021800038,3,Final,20181021/GSWDEN,1610612743,1610612744,2018,4,     ,,Q4       - ,1
3,2018-10-21T00:00:00,4,0021800039,3,Final,20181021/HOULAC,1610612746,1610612745,2018,4,     ,NBA TV,Q4       - NBA TV,1
0,2018-10-20T00:00:00,1,0021800026,3,Final,20181020/BKNIND,1610612754,1610612751,2018,4,     ,,Q4       - ,1
1,2018-10-20T00:00:00,2,0021800027,3,Final,20181020/TORWAS,1610612764,1610612761,2018,4,     ,NBA TV,Q4       - NBA TV,1
2,2018-10-20T00:00:00,3,0021800028,3,Final,20181020/BOSNYK,1610612752,1610612738,2018,4,     ,,Q4       - ,1
3,2018-10-20T00:00:00,4,0021800029,3,Final,20181020/ORLPHI,1610612755,1610612753,2018,4,     ,,Q4       - ,1
4,2018-10-20T00:00:00,5,0021800030,3,Final,20181020/CHAMIA,1610612748,1610612766,2018,4,     ,,Q4       - ,1
5,2018-10-20T00:00:00,6,0021800031,3,Final,20181020/DETCHI,1610612741,1610612765,2018,4,     ,,Q4       - ,1
6,2018-10-20T00:00:00,7,0021800032,3,Final,20181020/MINDAL,1610612742,1610612750,2018,4,     ,,Q4       - ,1
7,2018-10-20T00:00:00,8,0021800033,3,Final,20181020/PHXDEN,1610612743,1610612756,2018,4,     ,,Q4       - ,1
8,2018-10-20T00:00:00,9,0021800034,3,Final,20181020/SASPOR,1610612757,1610612759,2018,4,     ,,Q4       - ,1
9,2018-10-20T00:00:00,10,0021800035,3,Final,20181020/HOULAL,1610612747,1610612745,2018,4,     ,ESPN,Q4       - ESPN,1
0,2018-10-19T00:00:00,1,0021800017,3,Final,20181019/CHAORL,1610612753,1610612766,2018,4,     ,,Q4       - ,1
1,2018-10-19T00:00:00,2,0021800018,3,Final,20181019/NYKBKN,1610612751,1610612752,2018,4,     ,,Q4       - ,1
2,2018-10-19T00:00:00,3,0021800019,3,Final,20181019/BOSTOR,1610612761,1610612738,2018,4,     ,ESPN,Q4       - ESPN,1
3,2018-10-19T00:00:00,4,0021800020,3,Final,20181019/ATLMEM,1610612763,1610612737,2018,4,     ,,Q4       - ,1
4,2018-10-19T00:00:00,5,0021800021,3,Final,20181019/CLEMIN,1610612750,1610612739,2018,4,     ,,Q4       - ,1
5,2018-10-19T00:00:00,6,0021800022,3,Final,20181019/SACNOP,1610612740,1610612758,2018,4,     ,,Q4       - ,1
6,2018-10-19T00:00:00,7,0021800023,3,Final,20181019/INDMIL,1610612749,1610612754,2018,4,     ,,Q4       - ,1
7,2018-10-19T00:00:00,8,0021800024,3,Final,20181019/GSWUTA,1610612762,1610612744,2018,4,     ,ESPN,Q4       - ESPN,1
8,2018-10-19T00:00:00,9,0021800025,3,Final,20181019/OKCLAC,1610612746,1610612760,2018,4,     ,,Q4       - ,1
0,2018-10-18T00:00:00,1,0021800014,3,Final,20181018/CHIPHI,1610612755,1610612741,2018,4,     ,TNT,Q4       - TNT,1
1,2018-10-18T00:00:00,2,0021800015,3,Final,20181018/MIAWAS,1610612764,1610612748,2018,4,     ,,Q4       - ,1
2,2018-10-18T00:00:00,3,0021800016,3,Final,20181018/LALPOR,1610612757,1610612747,2018,4,     ,TNT,Q4       - TNT,1
0,2018-10-17T00:00:00,1,0021800003,3,Final,20181017/MILCHA,1610612766,1610612749,2018,4,     ,,Q4       - ,1
1,2018-10-17T00:00:00,2,0021800004,3,Final,20181017/BKNDET,1610612765,1610612751,2018,4,     ,,Q4       - ,1
2,2018-10-17T00:00:00,3,0021800005,3,Final,20181017/MEMIND,1610612754,1610612763,2018,4,     ,,Q4       - ,1
3,2018-10-17T00:00:00,4,0021800006,3,Final,20181017/MIAORL,1610612753,1610612748,2018,4,     ,,Q4       - ,1
4,2018-10-17T00:00:00,5,0021800007,3,Final,20181017/ATLNYK,1610612752,1610612737,2018,4,     ,,Q4       - ,1
5,2018-10-17T00:00:00,6,0021800008,3,Final,20181017/CLETOR,1610612761,1610612739,2018,4,     ,,Q4       - ,1
6,2018-10-17T00:00:00,7,0021800009,3,Final,20181017/NOPHOU,1610612745,1610612740,2018,4,     ,ESPN,Q4       - ESPN,1
7,2018-10-17T00:00:00,8,0021800010,3,Final,20181017/MINSAS,1610612759,1610612750,2018,4,     ,,Q4       - ,1
8,2018-10-17T00:00:00,9,0021800011,3,Final,20181017/UTASAC,1610612758,1610612762,2018,4,     ,,Q4       - ,1
9,2018-10-17T00:00:00,10,0021800012,3,Final,20181017/DENLAC,1610612746,1610612743,2018,4,     ,,Q4       - ,1
10,2018-10-17T00:00:00,11,0021800013,3,Final,20181017/DALPHX,1610612756,1610612742,2018,4,     ,ESPN,Q4       - ESPN,1
