,GAME_ID_HOME_A0,TEAM_NAME_HOME_A0,FGM_HOME_A0,FGA_HOME_A0,FG_PCT_HOME_A0,FG3M_HOME_A0,FG3A_HOME_A0,FG3_PCT_HOME_A0,FTM_HOME_A0,FTA_HOME_A0,FT_PCT_HOME_A0,OREB_HOME_A0,DREB_HOME_A0,REB_HOME_A0,AST_HOME_A0,STL_HOME_A0,BLK_HOME_A0,TO_HOME_A0,PF_HOME_A0,PTS_HOME_A0,PLUS_MINUS_HOME_A0,GAME_DATE_EST_HOME_A0,WIN_HOME_A0,GAME_ID_AWAY_A0,TEAM_NAME_AWAY_A0,FGM_AWAY_A0,FGA_AWAY_A0,FG_PCT_AWAY_A0,FG3M_AWAY_A0,FG3A_AWAY_A0,FG3_PCT_AWAY_A0,FTM_AWAY_A0,FTA_AWAY_A0,FT_PCT_AWAY_A0,OREB_AWAY_A0,DREB_AWAY_A0,REB_AWAY_A0,AST_AWAY_A0,STL_AWAY_A0,BLK_AWAY_A0,TO_AWAY_A0,PF_AWAY_A0,PTS_AWAY_A0,PLUS_MINUS_AWAY_A0,GAME_DATE_EST_AWAY_A0,WIN_AWAY_A0,MIN_A0,CURRENT_GAME_ID,GAME_ID_HOME_B0,TEAM_NAME_HOME_B0,FGM_HOME_B0,FGA_HOME_B0,FG_PCT_HOME_B0,FG3M_HOME_B0,FG3A_HOME_B0,FG3_PCT_HOME_B0,FTM_HOME_B0,FTA_HOME_B0,FT_PCT_HOME_B0,OREB_HOME_B0,DREB_HOME_B0,REB_HOME_B0,AST_HOME_B0,STL_HOME_B0,BLK_HOME_B0,TO_HOME_B0,PF_HOME_B0,PTS_HOME_B0,PLUS_MINUS_HOME_B0,GAME_DATE_EST_HOME_B0,WIN_HOME_B0,GAME_ID_AWAY_B0,TEAM_NAME_AWAY_B0,FGM_AWAY_B0,FGA_AWAY_B0,FG_PCT_AWAY_B0,FG3M_AWAY_B0,FG3A_AWAY_B0,FG3_PCT_AWAY_B0,FTM_AWAY_B0,FTA_AWAY_B0,FT_PCT_AWAY_B0,OREB_AWAY_B0,DREB_AWAY_B0,REB_AWAY_B0,AST_AWAY_B0,STL_AWAY_B0,BLK_AWAY_B0,TO_AWAY_B0,PF_AWAY_B0,PTS_AWAY_B0,PLUS_MINUS_AWAY_B0,GAME_DATE_EST_AWAY_B0,WIN_AWAY_B0,MIN_B0
0,21600919,Pistons,54,95,0.568,10,23,0.435,18,21,0.857,10,34,44,26,11,10,7,9,136,30.0,2017-03-04 00:00:00,1,21600919,76ers,43,88,0.489,14,34,0.41200000000000003,6,7,0.857,6,30,36,30,5,2,19,18,106,-30.0,2017-03-04 00:00:00,0,240.0,21600975,21600909,Knicks,33,84,0.39299999999999996,7,21,0.33299999999999996,29,33,0.879,9,32,41,14,10,3,10,20,102,-3.0,2017-03-03 00:00:00,0,21600909,76ers,36,83,0.434,9,28,0.321,24,31,0.774,12,38,50,20,5,9,15,21,105,3.0,2017-03-03 00:00:00,1,240.0
0,21600863,Hawks,30,79,0.38,6,20,0.3,24,36,0.667,8,37,45,14,7,6,10,12,90,-18.0,2017-02-24 00:00:00,0,21600863,Heat,40,99,0.40399999999999997,17,37,0.45899999999999996,11,13,0.846,15,39,54,30,7,5,12,27,108,18.0,2017-02-24 00:00:00,1,240.0,21600979,21600969,Hawks,39,75,0.52,8,22,0.364,19,29,0.655,8,37,45,24,8,6,21,20,105,6.0,2017-03-10 00:00:00,1,21600969,Raptors,37,92,0.402,4,25,0.16,21,27,0.778,16,30,46,19,17,5,11,28,99,-6.0,2017-03-10 00:00:00,0,240.0
0,21600947,Mavericks,45,83,0.542,17,31,0.5479999999999999,15,19,0.789,6,35,41,25,5,5,14,17,122,11.0,2017-03-07 00:00:00,1,21600947,Lakers,42,90,0.467,11,30,0.36700000000000005,16,22,0.727,11,33,44,25,9,3,11,20,111,-11.0,2017-03-07 00:00:00,0,240.0,21600982,21600964,Lakers,47,98,0.48,12,27,0.444,16,24,0.667,14,28,42,21,11,7,9,20,122,12.0,2017-03-09 00:00:00,1,21600964,Suns,42,91,0.462,6,19,0.316,20,25,0.8,18,36,54,20,7,10,19,24,110,-12.0,2017-03-09 00:00:00,0,240.0
0,21600894,Hornets,38,85,0.447,16,39,0.41,17,24,0.708,11,34,45,25,3,5,12,11,109,5.0,2017-02-28 00:00:00,1,21600894,Lakers,41,84,0.488,12,32,0.375,10,13,0.769,6,33,39,22,9,5,14,23,104,-5.0,2017-02-28 00:00:00,0,240.0,21600976,21600933,Lakers,38,83,0.45799999999999996,10,28,0.35700000000000004,11,15,0.733,11,38,49,22,7,5,25,24,97,-8.0,2017-03-05 00:00:00,0,21600933,Pelicans,36,89,0.40399999999999997,9,24,0.375,24,35,0.6859999999999999,13,31,44,23,12,5,13,12,105,8.0,2017-03-05 00:00:00,1,240.0
0,21600963,76ers,41,94,0.436,11,29,0.379,15,20,0.75,12,32,44,18,10,3,16,29,108,-6.0,2017-03-09 00:00:00,0,21600963,Trail Blazers,40,88,0.455,6,21,0.28600000000000003,28,33,0.848,16,39,55,25,8,12,19,22,114,6.0,2017-03-09 00:00:00,1,265.0,21600983,21600856,76ers,43,87,0.494,10,29,0.345,24,30,0.8,8,40,48,28,9,7,15,26,120,8.0,2017-02-24 00:00:00,1,21600856,Wizards,38,90,0.42200000000000004,5,24,0.20800000000000002,31,40,0.775,12,31,43,19,8,6,16,25,112,-8.0,2017-02-24 00:00:00,0,240.0
0,21600912,Clippers,36,64,0.563,8,19,0.42100000000000004,21,36,0.583,7,31,38,23,4,1,23,18,101,-11.0,2017-03-03 00:00:00,0,21600912,Bucks,44,80,0.55,10,25,0.4,14,15,0.9329999999999999,3,22,25,35,11,4,10,27,112,11.0,2017-03-03 00:00:00,1,240.0,21600978,21600955,Clippers,35,83,0.42200000000000004,9,24,0.375,12,18,0.667,10,26,36,18,9,3,16,18,91,-16.0,2017-03-08 00:00:00,0,21600955,Timberwolves,42,86,0.488,5,20,0.25,18,20,0.9,14,36,50,26,10,4,12,23,107,16.0,2017-03-08 00:00:00,1,240.0
0,21600950,Hawks,41,95,0.43200000000000005,4,20,0.2,24,32,0.75,11,36,47,19,12,7,15,22,110,5.0,2017-03-08 00:00:00,1,21600950,Nets,37,80,0.46299999999999997,11,33,0.33299999999999996,20,25,0.8,5,35,40,28,7,11,22,25,105,-5.0,2017-03-08 00:00:00,0,240.0,21600981,21600939,Nets,39,73,0.534,14,30,0.467,30,38,0.789,7,34,41,16,12,5,16,27,122,13.0,2017-03-06 00:00:00,1,21600939,Grizzlies,34,77,0.442,10,25,0.4,31,39,0.795,8,29,37,23,7,2,15,29,109,-13.0,2017-03-06 00:00:00,0,240.0
0,21600880,Pelicans,36,80,0.45,8,21,0.381,30,37,0.8109999999999999,7,28,35,17,10,1,10,26,110,-8.0,2017-02-26 00:00:00,0,21600880,Thunder,42,88,0.47700000000000004,6,21,0.28600000000000003,28,37,0.757,16,37,53,17,4,0,13,29,118,8.0,2017-02-26 00:00:00,1,240.0,21600973,21600944,Pelicans,30,84,0.35700000000000004,10,33,0.303,13,18,0.722,13,34,47,16,11,3,20,15,83,-5.0,2017-03-06 00:00:00,0,21600944,Jazz,33,81,0.40700000000000003,10,27,0.37,12,15,0.8,12,34,46,16,10,2,19,17,88,5.0,2017-03-06 00:00:00,1,240.0
0,21600936,Cavaliers,35,78,0.449,9,27,0.33299999999999996,19,29,0.655,11,41,52,15,3,6,17,15,98,-8.0,2017-03-06 00:00:00,0,21600936,Heat,39,91,0.429,16,35,0.457,12,14,0.857,8,30,38,23,7,6,7,19,106,8.0,2017-03-06 00:00:00,1,240.0,21600977,21600911,Heat,35,91,0.385,8,28,0.28600000000000003,21,25,0.84,13,33,46,20,7,5,9,16,99,-11.0,2017-03-03 00:00:00,0,21600911,Magic,45,90,0.5,5,17,0.294,15,19,0.789,8,39,47,27,7,6,9,13,110,11.0,2017-03-03 00:00:00,1,240.0
0,21600958,Nuggets,46,87,0.529,13,28,0.46399999999999997,8,17,0.47100000000000003,10,29,39,31,6,2,16,16,113,-10.0,2017-03-08 00:00:00,0,21600958,Wizards,50,88,0.568,11,26,0.423,12,19,0.632,8,35,43,31,10,0,11,16,123,10.0,2017-03-08 00:00:00,1,240.0,21600984,21600972,Kings,44,92,0.478,12,23,0.522,22,28,0.7859999999999999,8,32,40,27,5,1,10,21,122,-8.0,2017-03-10 00:00:00,0,21600972,Wizards,52,104,0.5,9,26,0.34600000000000003,17,19,0.895,12,40,52,29,7,5,9,22,130,8.0,2017-03-10 00:00:00,1,265.0
0,21600854,Warriors,43,81,0.531,13,25,0.52,24,26,0.9229999999999999,10,43,53,31,11,11,21,27,123,10.0,2017-02-23 00:00:00,1,21600854,Clippers,38,93,0.409,11,28,0.39299999999999996,26,37,0.703,10,28,38,23,11,0,14,16,113,-10.0,2017-02-23 00:00:00,0,240.0,21600968,21600955,Clippers,35,83,0.42200000000000004,9,24,0.375,12,18,0.667,10,26,36,18,9,3,16,18,91,-16.0,2017-03-08 00:00:00,0,21600955,Timberwolves,42,86,0.488,5,20,0.25,18,20,0.9,14,36,50,26,10,4,12,23,107,16.0,2017-03-08 00:00:00,1,240.0
0,21600885,Hawks,46,95,0.484,6,25,0.24,16,20,0.8,13,42,55,22,10,10,14,19,114,16.0,2017-02-27 00:00:00,1,21600885,Celtics,34,87,0.391,10,34,0.294,20,25,0.8,9,31,40,21,9,7,18,20,98,-16.0,2017-02-27 00:00:00,0,240.0,21600969,21600858,Celtics,33,78,0.423,12,38,0.316,19,22,0.8640000000000001,7,29,36,19,4,3,11,21,97,-10.0,2017-02-24 00:00:00,0,21600858,Raptors,40,81,0.494,5,15,0.33299999999999996,22,29,0.759,10,31,41,15,7,4,9,21,107,10.0,2017-02-24 00:00:00,1,240.0
0,21600922,Bulls,35,83,0.42200000000000004,6,17,0.353,15,20,0.75,14,31,45,26,11,0,19,24,91,-10.0,2017-03-04 00:00:00,0,21600922,Clippers,41,85,0.48200000000000004,6,25,0.24,13,16,0.813,11,26,37,20,7,5,14,17,101,10.0,2017-03-04 00:00:00,1,240.0,21600966,21600904,Rockets,37,87,0.425,20,52,0.385,28,33,0.848,19,43,62,21,3,2,16,17,122,19.0,2017-03-01 00:00:00,1,21600904,Clippers,42,94,0.447,12,34,0.353,7,13,0.5379999999999999,10,26,36,26,8,3,7,23,103,-19.0,2017-03-01 00:00:00,0,240.0
0,21600950,Hawks,41,95,0.43200000000000005,4,20,0.2,24,32,0.75,11,36,47,19,12,7,15,22,110,5.0,2017-03-08 00:00:00,1,21600950,Nets,37,80,0.46299999999999997,11,33,0.33299999999999996,20,25,0.8,5,35,40,28,7,11,22,25,105,-5.0,2017-03-08 00:00:00,0,240.0,21600971,21600897,Hawks,36,64,0.563,10,21,0.47600000000000003,18,24,0.75,4,30,34,24,12,4,22,19,100,5.0,2017-03-01 00:00:00,1,21600897,Mavericks,35,77,0.455,14,33,0.424,11,13,0.846,10,23,33,22,10,5,20,20,95,-5.0,2017-03-01 00:00:00,0,240.0
0,21600951,Hornets,37,80,0.46299999999999997,7,21,0.33299999999999996,20,21,0.9520000000000001,6,33,39,14,7,8,12,17,101,-7.0,2017-03-08 00:00:00,0,21600951,Heat,37,85,0.435,17,41,0.415,17,24,0.708,13,33,46,22,8,7,12,18,108,7.0,2017-03-08 00:00:00,1,240.0,21600965,21600911,Heat,35,91,0.385,8,28,0.28600000000000003,21,25,0.84,13,33,46,20,7,5,9,16,99,-11.0,2017-03-03 00:00:00,0,21600911,Magic,45,90,0.5,5,17,0.294,15,19,0.789,8,39,47,27,7,6,9,13,110,11.0,2017-03-03 00:00:00,1,240.0
0,21600959,Celtics,37,84,0.44,10,29,0.345,15,19,0.789,9,36,45,28,12,1,12,10,99,13.0,2017-03-08 00:00:00,1,21600959,Warriors,37,84,0.44,6,30,0.2,6,9,0.667,12,34,46,23,8,12,17,20,86,-13.0,2017-03-08 00:00:00,0,240.0,21600970,21600827,Nuggets,48,88,0.545,24,41,0.585,12,16,0.75,14,38,52,34,6,1,22,14,132,22.0,2017-02-13 00:00:00,1,21600827,Warriors,45,92,0.489,8,32,0.25,12,13,0.9229999999999999,4,23,27,25,12,6,9,13,110,-22.0,2017-02-13 00:00:00,0,240.0
0,21600956,Pistons,39,89,0.43799999999999994,7,26,0.26899999999999996,13,22,0.591,11,34,45,20,4,4,10,18,98,-17.0,2017-03-08 00:00:00,0,21600956,Pacers,44,88,0.5,11,23,0.478,16,19,0.8420000000000001,9,37,46,27,3,2,5,18,115,17.0,2017-03-08 00:00:00,1,240.0,21600967,21600824,Pistons,34,78,0.436,7,21,0.33299999999999996,14,19,0.737,12,32,44,17,4,1,17,18,89,-13.0,2017-02-13 00:00:00,0,21600824,Bucks,40,79,0.506,6,21,0.28600000000000003,16,16,1.0,5,28,33,26,9,2,11,17,102,13.0,2017-02-13 00:00:00,1,240.0
0,21600943,Nuggets,37,74,0.5,13,30,0.433,21,28,0.75,7,33,40,28,11,2,17,18,108,12.0,2017-03-06 00:00:00,1,21600943,Kings,36,83,0.434,6,16,0.375,18,21,0.857,11,29,40,20,9,1,15,18,96,-12.0,2017-03-06 00:00:00,0,240.0,21600972,21600958,Nuggets,46,87,0.529,13,28,0.46399999999999997,8,17,0.47100000000000003,10,29,39,31,6,2,16,16,113,-10.0,2017-03-08 00:00:00,0,21600958,Wizards,50,88,0.568,11,26,0.423,12,19,0.632,8,35,43,31,10,0,11,16,123,10.0,2017-03-08 00:00:00,1,240.0
0,21600871,Bulls,46,93,0.495,15,30,0.5,10,16,0.625,10,37,47,34,6,0,7,13,117,18.0,2017-02-25 00:00:00,1,21600871,Cavaliers,37,80,0.46299999999999997,14,37,0.37799999999999995,11,15,0.733,4,36,40,24,5,3,12,17,99,-18.0,2017-02-25 00:00:00,0,240.0,21600960,21600938,Bulls,34,83,0.41,8,28,0.28600000000000003,19,21,0.905,7,30,37,21,3,5,10,20,95,-14.0,2017-03-06 00:00:00,0,21600938,Pistons,45,92,0.489,6,21,0.28600000000000003,13,20,0.65,10,38,48,26,7,3,6,19,109,14.0,2017-03-06 00:00:00,1,240.0
0,21600919,Pistons,54,95,0.568,10,23,0.435,18,21,0.857,10,34,44,26,11,10,7,9,136,30.0,2017-03-04 00:00:00,1,21600919,76ers,43,88,0.489,14,34,0.41200000000000003,6,7,0.857,6,30,36,30,5,2,19,18,106,-30.0,2017-03-04 00:00:00,0,240.0,21600963,21600890,Pistons,45,104,0.433,7,25,0.28,23,31,0.742,16,32,48,23,13,2,7,19,120,7.0,2017-02-28 00:00:00,1,21600890,Trail Blazers,44,84,0.524,10,25,0.4,15,22,0.682,8,42,50,25,5,5,24,25,113,-7.0,2017-02-28 00:00:00,0,265.0
0,21600904,Rockets,37,87,0.425,20,52,0.385,28,33,0.848,19,43,62,21,3,2,16,17,122,19.0,2017-03-01 00:00:00,1,21600904,Clippers,42,94,0.447,12,34,0.353,7,13,0.5379999999999999,10,26,36,26,8,3,7,23,103,-19.0,2017-03-01 00:00:00,0,240.0,21600961,21600924,Rockets,39,78,0.5,18,42,0.429,27,36,0.75,10,33,43,25,10,4,14,20,123,15.0,2017-03-04 00:00:00,1,21600924,Grizzlies,43,97,0.44299999999999995,8,28,0.28600000000000003,14,21,0.667,17,29,46,26,8,6,13,24,108,-15.0,2017-03-04 00:00:00,0,240.0
0,21600880,Pelicans,36,80,0.45,8,21,0.381,30,37,0.8109999999999999,7,28,35,17,10,1,10,26,110,-8.0,2017-02-26 00:00:00,0,21600880,Thunder,42,88,0.47700000000000004,6,21,0.28600000000000003,28,37,0.757,16,37,53,17,4,0,13,29,118,8.0,2017-02-26 00:00:00,1,240.0,21600962,21600917,Pelicans,35,91,0.385,8,25,0.32,20,24,0.833,8,40,48,20,2,2,16,22,98,-3.0,2017-03-03 00:00:00,0,21600917,Spurs,40,95,0.42100000000000004,6,27,0.222,15,25,0.6,11,42,53,20,6,4,11,22,101,3.0,2017-03-03 00:00:00,1,265.0
0,21600918,Celtics,43,84,0.512,10,33,0.303,19,25,0.76,6,40,46,30,7,2,18,17,115,20.0,2017-03-03 00:00:00,1,21600918,Lakers,37,87,0.425,6,24,0.25,15,20,0.75,6,28,34,23,11,7,14,21,95,-20.0,2017-03-03 00:00:00,0,240.0,21600964,21600929,Celtics,32,85,0.376,13,37,0.35100000000000003,29,40,0.725,14,40,54,19,6,6,12,28,106,-3.0,2017-03-05 00:00:00,0,21600929,Suns,42,94,0.447,4,20,0.2,21,26,0.8079999999999999,10,40,50,16,7,10,11,29,109,3.0,2017-03-05 00:00:00,1,240.0
0,21600888,Timberwolves,40,95,0.42100000000000004,8,23,0.348,14,20,0.7,16,36,52,25,11,7,10,15,102,14.0,2017-02-27 00:00:00,1,21600888,Kings,36,82,0.439,6,17,0.353,10,15,0.667,7,35,42,23,6,4,18,18,88,-14.0,2017-02-27 00:00:00,0,240.0,21600957,21600925,Timberwolves,35,89,0.39299999999999996,4,16,0.25,16,22,0.727,16,39,55,24,6,3,14,20,90,-7.0,2017-03-04 00:00:00,0,21600925,Spurs,38,94,0.40399999999999997,6,24,0.25,15,24,0.625,17,32,49,16,10,8,12,17,97,7.0,2017-03-04 00:00:00,1,265.0
0,21600851,Hornets,38,92,0.413,7,30,0.233,25,26,0.9620000000000001,5,45,50,19,5,7,7,15,108,-6.0,2017-02-23 00:00:00,0,21600851,Pistons,44,107,0.41100000000000003,15,37,0.405,11,12,0.917,10,47,57,29,5,2,8,17,114,6.0,2017-02-23 00:00:00,1,265.0,21600956,21600941,Hornets,35,86,0.40700000000000003,11,31,0.355,19,21,0.905,13,37,50,21,10,2,10,8,100,12.0,2017-03-06 00:00:00,1,21600941,Pacers,37,81,0.457,12,30,0.4,2,3,0.667,6,35,41,29,3,5,15,17,88,-12.0,2017-03-06 00:00:00,0,240.0
0,21600865,Clippers,35,79,0.44299999999999995,7,23,0.304,20,24,0.833,8,28,36,18,9,2,12,26,97,-8.0,2017-02-24 00:00:00,0,21600865,Spurs,35,82,0.42700000000000005,9,26,0.34600000000000003,26,30,0.867,15,36,51,23,9,7,13,21,105,8.0,2017-02-24 00:00:00,1,240.0,21600955,21600925,Timberwolves,35,89,0.39299999999999996,4,16,0.25,16,22,0.727,16,39,55,24,6,3,14,20,90,-7.0,2017-03-04 00:00:00,0,21600925,Spurs,38,94,0.40399999999999997,6,24,0.25,15,24,0.625,17,32,49,16,10,8,12,17,97,7.0,2017-03-04 00:00:00,1,265.0
0,21600937,Hawks,38,82,0.46299999999999997,13,28,0.46399999999999997,22,31,0.71,14,33,47,19,6,6,19,23,111,-8.0,2017-03-06 00:00:00,0,21600937,Warriors,41,87,0.47100000000000003,20,44,0.455,17,22,0.773,13,30,43,33,10,4,14,22,119,8.0,2017-03-06 00:00:00,1,240.0,21600950,21600873,Nets,38,94,0.40399999999999997,8,28,0.28600000000000003,11,17,0.647,11,41,52,25,8,3,16,20,95,-17.0,2017-02-25 00:00:00,0,21600873,Warriors,42,100,0.42,11,31,0.355,17,22,0.773,13,39,52,30,10,11,11,17,112,17.0,2017-02-25 00:00:00,1,240.0
0,21600941,Hornets,35,86,0.40700000000000003,11,31,0.355,19,21,0.905,13,37,50,21,10,2,10,8,100,12.0,2017-03-06 00:00:00,1,21600941,Pacers,37,81,0.457,12,30,0.4,2,3,0.667,6,35,41,29,3,5,15,17,88,-12.0,2017-03-06 00:00:00,0,240.0,21600951,21600869,Pacers,34,85,0.4,4,12,0.33299999999999996,23,26,0.885,13,30,43,21,8,4,15,24,95,-18.0,2017-02-25 00:00:00,0,21600869,Heat,38,78,0.48700000000000004,13,31,0.419,24,31,0.774,11,32,43,23,9,5,16,19,113,18.0,2017-02-25 00:00:00,1,240.0
0,21600852,Rockets,45,91,0.495,20,51,0.392,19,24,0.792,12,36,48,28,12,5,16,25,129,30.0,2017-02-23 00:00:00,1,21600852,Pelicans,36,86,0.419,6,31,0.19399999999999998,21,26,0.8079999999999999,11,33,44,24,10,8,20,21,99,-30.0,2017-02-23 00:00:00,0,240.0,21600954,21600944,Pelicans,30,84,0.35700000000000004,10,33,0.303,13,18,0.722,13,34,47,16,11,3,20,15,83,-5.0,2017-03-06 00:00:00,0,21600944,Jazz,33,81,0.40700000000000003,10,27,0.37,12,15,0.8,12,34,46,16,10,2,19,17,88,5.0,2017-03-06 00:00:00,1,240.0
0,21600885,Hawks,46,95,0.484,6,25,0.24,16,20,0.8,13,42,55,22,10,10,14,19,114,16.0,2017-02-27 00:00:00,1,21600885,Celtics,34,87,0.391,10,34,0.294,20,25,0.8,9,31,40,21,9,7,18,20,98,-16.0,2017-02-27 00:00:00,0,240.0,21600959,21600937,Hawks,38,82,0.46299999999999997,13,28,0.46399999999999997,22,31,0.71,14,33,47,19,6,6,19,23,111,-8.0,2017-03-06 00:00:00,0,21600937,Warriors,41,87,0.47100000000000003,20,44,0.455,17,22,0.773,13,30,43,33,10,4,14,22,119,8.0,2017-03-06 00:00:00,1,240.0
0,21600827,Nuggets,48,88,0.545,24,41,0.585,12,16,0.75,14,38,52,34,6,1,22,14,132,22.0,2017-02-13 00:00:00,1,21600827,Warriors,45,92,0.489,8,32,0.25,12,13,0.9229999999999999,4,23,27,25,12,6,9,13,110,-22.0,2017-02-13 00:00:00,0,240.0,21600958,21600889,Warriors,39,84,0.46399999999999997,8,29,0.276,22,27,0.815,13,28,41,28,10,6,19,23,108,-4.0,2017-02-28 00:00:00,0,21600889,Wizards,41,91,0.451,12,28,0.429,18,20,0.9,17,29,46,29,11,6,19,22,112,4.0,2017-02-28 00:00:00,1,240.0
0,21600934,Bucks,41,83,0.494,14,33,0.424,16,20,0.8,9,32,41,28,7,7,12,16,112,14.0,2017-03-06 00:00:00,1,21600934,76ers,39,89,0.43799999999999994,8,30,0.267,12,19,0.632,14,28,42,30,5,3,12,20,98,-14.0,2017-03-06 00:00:00,0,240.0,21600952,21600909,Knicks,33,84,0.39299999999999996,7,21,0.33299999999999996,29,33,0.879,9,32,41,14,10,3,10,20,102,-3.0,2017-03-03 00:00:00,0,21600909,76ers,36,83,0.434,9,28,0.321,24,31,0.774,12,38,50,20,5,9,15,21,105,3.0,2017-03-03 00:00:00,1,240.0
0,21600900,Pistons,40,103,0.38799999999999996,3,23,0.13,3,17,0.17600000000000002,23,27,50,13,11,3,7,17,86,-23.0,2017-03-01 00:00:00,0,21600900,Pelicans,39,78,0.5,9,25,0.36,22,23,0.9570000000000001,8,45,53,18,6,4,14,15,109,23.0,2017-03-01 00:00:00,1,240.0,21600953,21600818,Pistons,36,84,0.429,8,31,0.258,22,29,0.759,11,30,41,12,8,5,7,18,102,1.0,2017-02-12 00:00:00,1,21600818,Raptors,38,75,0.507,8,16,0.5,17,25,0.68,6,32,38,18,4,5,9,18,101,-1.0,2017-02-12 00:00:00,0,240.0
0,21600700,Bulls,33,78,0.423,3,13,0.231,19,25,0.76,9,34,43,19,7,9,21,12,88,-12.0,2017-01-27 00:00:00,0,21600700,Heat,41,89,0.461,9,24,0.375,9,11,0.818,7,33,40,25,14,2,10,17,100,12.0,2017-01-27 00:00:00,1,240.0,21600949,21600911,Heat,35,91,0.385,8,28,0.28600000000000003,21,25,0.84,13,33,46,20,7,5,9,16,99,-11.0,2017-03-03 00:00:00,0,21600911,Magic,45,90,0.5,5,17,0.294,15,19,0.789,8,39,47,27,7,6,9,13,110,11.0,2017-03-03 00:00:00,1,240.0
0,21600870,Mavericks,36,78,0.462,12,26,0.462,12,16,0.75,7,36,43,24,12,4,17,25,96,13.0,2017-02-25 00:00:00,1,21600870,Pelicans,31,78,0.397,5,24,0.20800000000000002,16,25,0.64,9,36,45,21,7,2,19,19,83,-13.0,2017-02-25 00:00:00,0,240.0,21600947,21600933,Lakers,38,83,0.45799999999999996,10,28,0.35700000000000004,11,15,0.733,11,38,49,22,7,5,25,24,97,-8.0,2017-03-05 00:00:00,0,21600933,Pelicans,36,89,0.40399999999999997,9,24,0.375,24,35,0.6859999999999999,13,31,44,23,12,5,13,12,105,8.0,2017-03-05 00:00:00,1,240.0
0,21600893,Thunder,39,76,0.513,15,22,0.682,16,23,0.696,6,36,42,20,5,7,14,17,109,3.0,2017-02-28 00:00:00,1,21600893,Jazz,43,93,0.462,9,22,0.409,11,13,0.846,8,25,33,22,8,4,7,18,106,-3.0,2017-02-28 00:00:00,0,240.0,21600946,21600843,Trail Blazers,32,79,0.405,9,22,0.409,15,20,0.75,9,32,41,14,9,3,16,21,88,-23.0,2017-02-15 00:00:00,0,21600843,Jazz,42,81,0.519,11,22,0.5,16,23,0.696,9,37,46,19,9,5,14,17,111,23.0,2017-02-15 00:00:00,1,240.0
0,21600916,Thunder,37,87,0.425,9,35,0.257,28,35,0.8,11,36,47,14,10,5,19,30,111,-7.0,2017-03-03 00:00:00,0,21600916,Suns,44,89,0.494,5,21,0.23800000000000002,25,31,0.8059999999999999,9,36,45,28,10,7,17,26,118,7.0,2017-03-03 00:00:00,1,240.0,21600948,21600820,Thunder,34,96,0.354,7,34,0.20600000000000002,23,30,0.767,20,27,47,16,10,2,15,22,98,-22.0,2017-02-13 00:00:00,0,21600820,Wizards,42,73,0.575,13,20,0.65,23,28,0.821,6,34,40,27,4,9,22,24,120,22.0,2017-02-13 00:00:00,1,240.0
0,21600849,Celtics,36,77,0.46799999999999997,14,37,0.37799999999999995,17,20,0.85,4,27,31,24,2,4,7,18,103,-1.0,2017-02-16 00:00:00,0,21600849,Bulls,38,90,0.42200000000000004,6,25,0.24,22,22,1.0,15,36,51,23,2,6,7,13,104,1.0,2017-02-16 00:00:00,1,240.0,21600945,21600922,Bulls,35,83,0.42200000000000004,6,17,0.353,15,20,0.75,14,31,45,26,11,0,19,24,91,-10.0,2017-03-04 00:00:00,0,21600922,Clippers,41,85,0.48200000000000004,6,25,0.24,13,16,0.813,11,26,37,20,7,5,14,17,101,10.0,2017-03-04 00:00:00,1,240.0
0,21600872,Rockets,44,94,0.46799999999999997,22,58,0.379,32,42,0.762,13,19,32,32,15,6,13,21,142,12.0,2017-02-25 00:00:00,1,21600872,Timberwolves,49,94,0.521,9,26,0.34600000000000003,23,28,0.821,21,37,58,28,10,2,23,26,130,-12.0,2017-02-25 00:00:00,0,240.0,21600942,21600925,Timberwolves,35,89,0.39299999999999996,4,16,0.25,16,22,0.727,16,39,55,24,6,3,14,20,90,-7.0,2017-03-04 00:00:00,0,21600925,Spurs,38,94,0.40399999999999997,6,24,0.25,15,24,0.625,17,32,49,16,10,8,12,17,97,7.0,2017-03-04 00:00:00,1,265.0
0,21600846,Hawks,32,79,0.405,7,26,0.26899999999999996,13,19,0.684,10,35,45,20,5,1,20,13,84,-15.0,2017-02-15 00:00:00,0,21600846,Clippers,37,79,0.46799999999999997,14,37,0.37799999999999995,11,12,0.917,5,35,40,24,18,3,16,17,99,15.0,2017-02-15 00:00:00,1,240.0,21600937,21600854,Warriors,43,81,0.531,13,25,0.52,24,26,0.9229999999999999,10,43,53,31,11,11,21,27,123,10.0,2017-02-23 00:00:00,1,21600854,Clippers,38,93,0.409,11,28,0.39299999999999996,26,37,0.703,10,28,38,23,11,0,14,16,113,-10.0,2017-02-23 00:00:00,0,240.0
