GAME_ID_HOME,EXPERT_RANK_HOME,EXPERT_RANK_AWAY
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
21700265,12,30
