,CURRENT_GAME_ID,DAYS_SINCE_LAST_GAME_A,DAYS_SINCE_LAST_GAME_B
1469,21700245,3.0,2.0
1470,21700247,2.0,1.0
1471,21700246,2.0,2.0
1472,21700248,3.0,3.0
1473,21700249,2.0,2.0
1474,21700250,3.0,2.0
1475,21700251,2.0,1.0
1476,21700238,2.0,2.0
1477,21700235,2.0,2.0
1478,21700237,2.0,2.0
1479,21700240,2.0,2.0
1480,21700236,2.0,1.0
1481,21700239,2.0,2.0
1482,21700230,3.0,2.0
1483,21700233,1.0,3.0
1484,21700228,1.0,1.0
1485,21700234,1.0,3.0
1486,21700232,3.0,2.0
1487,21700229,3.0,1.0
1488,21700231,3.0,2.0
1489,21700227,2.0,1.0
1490,21700223,2.0,2.0
1491,21700217,2.0,2.0
1492,21700218,2.0,5.0
1493,21700220,2.0,4.0
1494,21700224,3.0,2.0
1495,21700222,2.0,2.0
1496,21700221,2.0,2.0
1497,21700226,4.0,2.0
1498,21700219,3.0,2.0
1499,21700225,2.0,2.0
1500,21700215,2.0,3.0
1501,21700216,3.0,2.0
1502,21700206,2.0,2.0
1503,21700204,2.0,2.0
1504,21700212,3.0,4.0
1505,21700208,2.0,3.0
1506,21700205,3.0,2.0
1507,21700207,5.0,2.0
1508,21700210,2.0,1.0
1509,21700211,2.0,1.0
1510,21700213,2.0,2.0
1511,21700209,2.0,3.0
1512,21700214,2.0,2.0
1513,21700202,2.0,2.0
1514,21700203,2.0,3.0
1515,21700201,3.0,2.0
1516,21700192,2.0,2.0
1517,21700193,2.0,2.0
1518,21700194,2.0,2.0
1519,21700195,2.0,2.0
1520,21700197,2.0,2.0
1521,21700196,2.0,2.0
1522,21700198,3.0,2.0
1523,21700199,2.0,2.0
1524,21700200,2.0,2.0
1525,21700188,2.0,3.0
1526,21700189,2.0,2.0
1527,21700190,2.0,1.0
1528,21700191,2.0,1.0
1529,21700183,1.0,1.0
1530,21700177,2.0,1.0
1531,21700179,3.0,2.0
1532,21700180,2.0,4.0
1533,21700181,4.0,2.0
1534,21700184,3.0,2.0
1535,21700185,2.0,1.0
1536,21700182,1.0,2.0
1537,21700178,2.0,1.0
1538,21700186,1.0,3.0
1539,21700187,1.0,1.0
1540,21700173,3.0,3.0
1541,21700170,2.0,3.0
1542,21700176,3.0,3.0
1543,21700172,1.0,3.0
1544,21700174,2.0,2.0
1545,21700175,3.0,2.0
1546,21700169,2.0,4.0
1547,21700171,3.0,2.0
1548,21700164,2.0,1.0
1549,21700166,4.0,2.0
1550,21700165,2.0,2.0
1551,21700168,2.0,2.0
1552,21700167,2.0,2.0
1553,21700161,2.0,3.0
1554,21700163,2.0,3.0
1555,21700160,3.0,1.0
1556,21700162,2.0,2.0
1557,21700159,4.0,1.0
1558,21700154,2.0,2.0
1559,21700150,2.0,3.0
1560,21700151,2.0,3.0
1561,21700152,2.0,2.0
1562,21700149,2.0,4.0
1563,21700153,2.0,3.0
1564,21700157,2.0,2.0
1565,21700155,3.0,1.0
1566,21700156,2.0,4.0
1567,21700158,3.0,2.0
1568,21700148,2.0,1.0
1569,21700147,1.0,3.0
1570,21700146,1.0,1.0
1571,21700145,2.0,1.0
1572,21700137,1.0,2.0
1573,21700141,2.0,2.0
1574,21700143,1.0,2.0
1575,21700142,2.0,2.0
1576,21700136,2.0,2.0
1577,21700140,2.0,2.0
1578,21700139,2.0,2.0
1579,21700144,3.0,2.0
1580,21700138,2.0,2.0
1581,21700131,3.0,3.0
1582,21700134,3.0,1.0
1583,21700133,1.0,1.0
1584,21700132,1.0,3.0
1585,21700135,1.0,2.0
1586,21700130,1.0,3.0
1587,21700126,1.0,2.0
1588,21700122,2.0,2.0
1589,21700124,2.0,2.0
1590,21700123,2.0,2.0
1591,21700125,2.0,2.0
1592,21700127,2.0,2.0
1593,21700129,3.0,2.0
1594,21700120,2.0,2.0
1595,21700121,2.0,2.0
1596,21700128,2.0,2.0
1597,21700119,3.0,2.0
1598,21700117,3.0,3.0
1599,21700118,1.0,2.0
1600,21700116,2.0,2.0
1601,21700108,3.0,1.0
1602,21700111,2.0,2.0
1603,21700106,3.0,1.0
1604,21700110,2.0,4.0
1605,21700109,2.0,1.0
1606,21700105,2.0,1.0
1607,21700112,2.0,2.0
1608,21700114,2.0,2.0
1609,21700113,2.0,2.0
1610,21700107,2.0,3.0
1611,21700115,2.0,2.0
1612,21700104,3.0,2.0
1613,21700101,2.0,2.0
1614,21700103,2.0,3.0
1615,21700102,2.0,3.0
1616,21700100,2.0,1.0
1617,21700094,1.0,1.0
1618,21700095,2.0,2.0
1619,21700092,2.0,1.0
1620,21700093,2.0,3.0
1621,21700096,2.0,1.0
1622,21700099,2.0,3.0
1623,21700097,2.0,1.0
1624,21700098,2.0,2.0
1625,21700086,4.0,2.0
1626,21700085,2.0,3.0
1627,21700091,2.0,1.0
1628,21700088,2.0,2.0
1629,21700090,1.0,2.0
1630,21700087,2.0,2.0
1631,21700089,3.0,2.0
1632,21700084,2.0,3.0
1633,21700078,3.0,2.0
1634,21700081,2.0,3.0
1635,21700079,2.0,1.0
1636,21700077,2.0,3.0
1637,21700083,2.0,3.0
1638,21700080,2.0,1.0
1639,21700082,3.0,1.0
1640,21700076,2.0,2.0
1641,21700073,3.0,2.0
1642,21700072,1.0,2.0
1643,21700075,2.0,2.0
1644,21700074,2.0,2.0
1645,21700070,2.0,2.0
1646,21700071,3.0,2.0
1647,21700065,2.0,3.0
1648,21700068,2.0,2.0
1649,21700066,1.0,3.0
1650,21700067,3.0,2.0
1651,21700069,3.0,2.0
1652,21700059,2.0,2.0
1653,21700061,2.0,2.0
1654,21700063,2.0,2.0
1655,21700057,2.0,2.0
1656,21700055,2.0,2.0
1657,21700060,3.0,1.0
1658,21700058,1.0,1.0
1659,21700062,2.0,1.0
1660,21700056,2.0,1.0
1661,21700064,3.0,2.0
1662,21700054,3.0,3.0
1663,21700052,2.0,3.0
1664,21700049,3.0,3.0
1665,21700051,4.0,3.0
1666,21700053,3.0,2.0
1667,21700050,3.0,2.0
1668,21700046,2.0,2.0
1669,21700042,2.0,1.0
1670,21700043,2.0,2.0
1671,21700045,2.0,2.0
1672,21700047,2.0,3.0
1673,21700044,2.0,3.0
1674,21700048,2.0,2.0
1675,21700041,2.0,2.0
1676,21700040,2.0,2.0
1677,21700039,1.0,2.0
1678,21700038,2.0,2.0
1679,21700037,2.0,1.0
1680,21700030,2.0,1.0
1681,21700028,1.0,1.0
1682,21700029,3.0,1.0
1683,21700032,3.0,1.0
1684,21700031,2.0,3.0
1685,21700027,2.0,1.0
1686,21700033,3.0,1.0
1687,21700035,3.0,1.0
1688,21700034,1.0,1.0
1689,21700036,1.0,2.0
1690,21700018,2.0,2.0
1691,21700020,2.0,2.0
1692,21700023,2.0,2.0
1693,21700024,2.0,2.0
1694,21700017,2.0,2.0
1695,21700021,2.0,3.0
1696,21700025,2.0,3.0
1697,21700019,2.0,2.0
1698,21700022,2.0,2.0
1699,21700026,2.0,1.0
1700,21700016,190.0,190.0
1701,21700014,190.0,190.0
1702,21700015,190.0,190.0
1703,21700003,189.0,190.0
1704,21700006,189.0,189.0
1705,21700009,189.0,189.0
1706,21700011,189.0,189.0
1707,21700007,1.0,189.0
1708,21700008,189.0,189.0
1709,21700005,189.0,189.0
1710,21700012,190.0,189.0
1711,21700010,189.0,189.0
1712,21700013,189.0,1.0
1713,21700004,189.0,189.0
1714,21700002,188.0,188.0
1715,21700001,188.0,188.0
1716,21601228,2.0,1.0
1717,21601226,2.0,1.0
1718,21601220,3.0,2.0
1719,21601221,2.0,2.0
1720,21601218,2.0,3.0
1721,21601224,2.0,1.0
1722,21601219,2.0,2.0
1723,21601222,2.0,2.0
1724,21601229,2.0,1.0
1725,21601230,2.0,1.0
1726,21601223,3.0,1.0
1727,21601225,1.0,1.0
1728,21601217,2.0,2.0
1729,21601227,2.0,2.0
1730,21601215,2.0,3.0
1731,21601213,2.0,2.0
1732,21601212,2.0,1.0
1733,21601214,2.0,2.0
1734,21601216,2.0,2.0
1735,21601210,2.0,1.0
1736,21601208,1.0,2.0
1737,21601205,2.0,1.0
1738,21601204,2.0,2.0
1739,21601206,2.0,2.0
1740,21601211,2.0,2.0
1741,21601209,2.0,2.0
1742,21601207,2.0,2.0
1743,21601203,2.0,2.0
1744,21601202,2.0,2.0
1745,21601196,2.0,2.0
1746,21601197,2.0,4.0
1747,21601198,2.0,2.0
1748,21601201,2.0,2.0
1749,21601199,2.0,2.0
1750,21601200,2.0,2.0
1751,21601193,1.0,3.0
1752,21601192,2.0,1.0
1753,21601195,3.0,1.0
1754,21601194,2.0,1.0
1755,21601189,3.0,2.0
1756,21601190,2.0,2.0
1757,21601191,2.0,2.0
1758,21601188,2.0,2.0
1759,21601187,2.0,3.0
1760,21601179,2.0,1.0
1761,21601182,2.0,2.0
1762,21601183,2.0,2.0
1763,21601180,2.0,2.0
1764,21601184,2.0,3.0
1765,21601181,2.0,1.0
1766,21601186,2.0,2.0
1767,21601185,3.0,1.0
1768,21601175,2.0,2.0
1769,21601176,2.0,2.0
1770,21601177,4.0,1.0
1771,21601178,2.0,2.0
1772,21601174,2.0,2.0
1773,21601173,2.0,2.0
1774,21601172,4.0,1.0
1775,21601170,1.0,3.0
1776,21601166,5.0,1.0
1777,21601168,3.0,1.0
1778,21601169,3.0,1.0
1779,21601165,1.0,3.0
1780,21601167,1.0,1.0
1781,21601171,3.0,1.0
1782,21601161,2.0,2.0
1783,21601157,2.0,2.0
1784,21601155,2.0,2.0
1785,21601160,2.0,2.0
1786,21601156,2.0,3.0
1787,21601162,2.0,1.0
1788,21601158,2.0,2.0
1789,21601159,2.0,2.0
1790,21601154,2.0,2.0
1791,21601164,2.0,1.0
1792,21601163,3.0,2.0
1793,21600940,2.0,2.0
1794,21601143,1.0,2.0
1795,21601151,2.0,2.0
1796,21601145,2.0,2.0
1797,21601150,2.0,2.0
1798,21601149,2.0,2.0
1799,21601147,2.0,2.0
1800,21601152,2.0,2.0
1801,21601144,2.0,2.0
1802,21601146,2.0,1.0
1803,21601142,2.0,2.0
1804,21601148,1.0,1.0
1805,21601153,1.0,2.0
1806,21601137,2.0,2.0
1807,21601140,2.0,1.0
1808,21601138,2.0,3.0
1809,21601141,2.0,2.0
1810,21601139,2.0,1.0
1811,21601128,1.0,2.0
1812,21601133,2.0,4.0
1813,21601129,2.0,2.0
1814,21601126,2.0,2.0
1815,21601136,2.0,1.0
1816,21601127,2.0,3.0
1817,21601130,2.0,1.0
1818,21601131,2.0,2.0
1819,21601132,2.0,2.0
1820,21601135,2.0,2.0
1821,21601134,2.0,2.0
1822,21601123,2.0,2.0
1823,21601121,2.0,2.0
1824,21601122,4.0,3.0
1825,21601125,2.0,2.0
1826,21601124,2.0,1.0
1827,21601119,3.0,1.0
1828,21601118,2.0,1.0
1829,21601115,2.0,1.0
1830,21601113,3.0,1.0
1831,21601114,2.0,1.0
1832,21601116,2.0,1.0
1833,21601117,2.0,2.0
1834,21601112,2.0,2.0
1835,21601111,1.0,1.0
1836,21601120,2.0,2.0
1837,21601110,2.0,3.0
1838,21601104,2.0,3.0
1839,21601106,2.0,2.0
1840,21601107,1.0,2.0
1841,21601108,2.0,2.0
1842,21601109,2.0,2.0
1843,21601103,2.0,2.0
1844,21601105,2.0,2.0
1845,21601099,2.0,2.0
1846,21601098,2.0,3.0
1847,21601100,2.0,1.0
1848,21601097,2.0,3.0
1849,21601102,2.0,1.0
1850,21601101,1.0,1.0
1851,21601096,2.0,1.0
1852,21601089,1.0,2.0
1853,21601092,2.0,2.0
1854,21601088,2.0,2.0
1855,21601091,2.0,4.0
1856,21601093,2.0,3.0
1857,21601094,2.0,3.0
1858,21601087,2.0,2.0
1859,21601095,2.0,2.0
1860,21601090,2.0,2.0
1861,21601082,2.0,3.0
1862,21601085,2.0,2.0
1863,21601083,1.0,1.0
1864,21601084,2.0,2.0
1865,21601086,2.0,1.0
1866,21601080,3.0,3.0
1867,21601075,2.0,2.0
1868,21601072,2.0,1.0
1869,21601079,4.0,3.0
1870,21601076,2.0,1.0
1871,21601077,2.0,2.0
1872,21601081,3.0,2.0
1873,21601073,2.0,2.0
1874,21601078,2.0,2.0
1875,21601074,2.0,2.0
1876,21601070,2.0,2.0
1877,21601068,2.0,2.0
1878,21601069,2.0,2.0
1879,21601071,2.0,1.0
1880,21601067,2.0,2.0
1881,21601063,2.0,2.0
1882,21601060,2.0,2.0
1883,21601061,1.0,1.0
1884,21601064,2.0,3.0
1885,21601062,2.0,2.0
1886,21601059,2.0,2.0
1887,21601066,2.0,2.0
1888,21601065,3.0,1.0
1889,21601058,2.0,1.0
1890,21601056,2.0,2.0
1891,21601053,2.0,2.0
1892,21601055,2.0,1.0
1893,21601051,2.0,3.0
1894,21601057,2.0,3.0
1895,21601054,2.0,3.0
1896,21601052,2.0,2.0
1897,21601050,2.0,4.0
1898,21601046,1.0,2.0
1899,21601048,2.0,4.0
1900,21601047,1.0,2.0
1901,21601044,2.0,2.0
1902,21601049,2.0,2.0
1903,21601045,3.0,1.0
1904,21601043,2.0,1.0
1905,21601042,1.0,1.0
1906,21601038,2.0,2.0
1907,21601041,2.0,1.0
1908,21601040,2.0,4.0
1909,21601039,2.0,2.0
1910,21601037,2.0,2.0
1911,21601036,2.0,2.0
1912,21601031,2.0,2.0
1913,21601029,2.0,3.0
1914,21601032,1.0,2.0
1915,21601035,2.0,1.0
1916,21601030,3.0,1.0
1917,21601034,2.0,1.0
1918,21601033,2.0,3.0
1919,21601028,2.0,3.0
1920,21601027,2.0,2.0
1921,21601021,2.0,2.0
1922,21601023,2.0,1.0
1923,21601025,2.0,2.0
1924,21601024,2.0,2.0
1925,21601020,3.0,2.0
1926,21601022,1.0,2.0
1927,21601026,2.0,1.0
1928,21601016,2.0,2.0
1929,21601017,3.0,1.0
1930,21601014,2.0,1.0
1931,21601015,3.0,2.0
1932,21601019,2.0,3.0
1933,21601018,3.0,1.0
1934,21601013,2.0,2.0
1935,21601011,2.0,1.0
1936,21601005,1.0,2.0
1937,21601004,2.0,2.0
1938,21601008,1.0,2.0
1939,21601007,3.0,1.0
1940,21601010,3.0,2.0
1941,21601006,3.0,2.0
1942,21601009,2.0,2.0
1943,21601012,3.0,2.0
1944,21601001,2.0,2.0
1945,21600999,2.0,3.0
1946,21601003,3.0,2.0
1947,21601002,3.0,2.0
1948,21601000,2.0,3.0
1949,21600994,2.0,2.0
1950,21600995,2.0,2.0
1951,21600992,2.0,2.0
1952,21600991,2.0,1.0
1953,21600998,2.0,1.0
1954,21600993,2.0,2.0
1955,21600996,2.0,2.0
1956,21600997,2.0,2.0
1957,21600990,3.0,1.0
1958,21600987,2.0,1.0
1959,21600989,2.0,1.0
1960,21600985,2.0,2.0
1961,21600986,2.0,1.0
1962,21600988,1.0,1.0
1963,21600974,2.0,2.0
1964,21600980,2.0,1.0
1965,21600975,2.0,3.0
1966,21600979,3.0,1.0
1967,21600982,1.0,2.0
1968,21600976,1.0,3.0
1969,21600983,2.0,1.0
1970,21600978,1.0,1.0
1971,21600981,2.0,1.0
1972,21600973,2.0,3.0
1973,21600977,1.0,2.0
1974,21600984,1.0,1.0
1975,21600968,2.0,2.0
1976,21600969,2.0,2.0
1977,21600966,2.0,2.0
1978,21600971,3.0,2.0
1979,21600965,2.0,2.0
1980,21600970,2.0,2.0
1981,21600967,2.0,2.0
1982,21600972,2.0,2.0
1983,21600960,1.0,3.0
1984,21600963,2.0,3.0
1985,21600961,3.0,1.0
1986,21600962,2.0,1.0
1987,21600964,2.0,2.0
1988,21600957,2.0,2.0
1989,21600956,2.0,2.0
1990,21600955,4.0,2.0
1991,21600950,2.0,2.0
1992,21600951,2.0,2.0
1993,21600954,2.0,2.0
1994,21600959,2.0,2.0
1995,21600958,2.0,1.0
1996,21600952,2.0,2.0
1997,21600953,2.0,4.0
1998,21600949,2.0,2.0
1999,21600947,2.0,2.0
2000,21600946,2.0,3.0
2001,21600948,2.0,2.0
2002,21600945,2.0,1.0
2003,21600942,2.0,2.0
2004,21600937,1.0,1.0
2005,21600938,2.0,2.0
2006,21600936,2.0,3.0
2007,21600941,2.0,1.0
2008,21600943,2.0,1.0
2009,21600939,2.0,2.0
2010,21600935,1.0,1.0
2011,21600934,2.0,2.0
2012,21600944,1.0,1.0
2013,21600933,2.0,2.0
2014,21600930,2.0,2.0
2015,21600928,2.0,3.0
2016,21600927,2.0,4.0
2017,21600932,2.0,2.0
2018,21600929,2.0,2.0
2019,21600931,4.0,2.0
2020,21600925,1.0,3.0
2021,21600921,1.0,1.0
2022,21600924,3.0,1.0
2023,21600922,2.0,1.0
2024,21600926,2.0,1.0
2025,21600923,3.0,2.0
2026,21600920,1.0,1.0
2027,21600919,1.0,3.0
2028,21600918,3.0,2.0
2029,21600910,2.0,4.0
2030,21600913,2.0,2.0
2031,21600914,2.0,3.0
2032,21600912,2.0,2.0
2033,21600917,2.0,2.0
2034,21600911,2.0,2.0
2035,21600909,2.0,2.0
2036,21600916,1.0,1.0
2037,21600915,2.0,2.0
2038,21600906,2.0,2.0
2039,21600908,2.0,2.0
2043,21600907,2.0,2.0
2044,21600904,3.0,2.0
2045,21600902,3.0,2.0
2046,21600897,2.0,2.0
2047,21600898,2.0,2.0
2048,21600901,2.0,2.0
2049,21600896,2.0,1.0
2050,21600899,2.0,1.0
2051,21600900,3.0,1.0
2052,21600895,4.0,2.0
2053,21600903,1.0,2.0
2054,21600905,2.0,4.0
2055,21600894,2.0,2.0
2056,21600889,2.0,1.0
2057,21600890,2.0,2.0
2058,21600891,3.0,2.0
2059,21600892,2.0,2.0
2060,21600893,2.0,2.0
2061,21600882,2.0,1.0
2062,21600884,2.0,1.0
2063,21600886,2.0,2.0
2064,21600887,2.0,2.0
2065,21600885,1.0,2.0
2066,21600883,2.0,2.0
2067,21600888,2.0,2.0
2068,21600881,2.0,1.0
2069,21600874,2.0,2.0
2070,21600877,2.0,2.0
2071,21600879,3.0,2.0
2072,21600878,2.0,3.0
2073,21600876,2.0,2.0
2074,21600875,2.0,2.0
2075,21600880,2.0,1.0
2076,21600868,2.0,1.0
2077,21600871,2.0,1.0
2078,21600869,1.0,1.0
2079,21600872,2.0,1.0
2080,21600870,1.0,2.0
2081,21600873,2.0,1.0
2082,21600867,2.0,1.0
2083,21600866,2.0,2.0
2084,21600865,1.0,9.0
2085,21600857,8.0,9.0
2086,21600862,9.0,9.0
2087,21600863,9.0,9.0
2088,21600859,8.0,9.0
2089,21600858,9.0,8.0
2090,21600864,1.0,9.0
2091,21600860,9.0,9.0
2092,21600861,9.0,9.0
2093,21600856,9.0,8.0
2094,21600851,8.0,8.0
2095,21600853,8.0,8.0
2096,21600854,8.0,8.0
2097,21600852,8.0,8.0
2098,21600850,8.0,8.0
2099,21600855,8.0,8.0
2100,31600001,371.0,371.0
2181,21600848,1.0,3.0
2182,21600849,2.0,1.0
2183,21600846,2.0,2.0
2184,21600839,2.0,2.0
2185,21600835,1.0,2.0
2186,21600841,4.0,2.0
2187,21600836,2.0,2.0
2188,21600847,2.0,1.0
2189,21600837,1.0,2.0
2190,21600842,2.0,1.0
2191,21600840,2.0,2.0
2192,21600845,2.0,3.0
2193,21600834,2.0,2.0
2194,21600838,2.0,2.0
2195,21600844,2.0,1.0
2196,21600843,2.0,2.0
2197,21600833,4.0,2.0
2198,21600832,2.0,3.0
2199,21600831,2.0,2.0
2200,21600825,2.0,1.0
2201,21600820,3.0,2.0
2202,21600823,2.0,2.0
2203,21600826,2.0,2.0
2204,21600830,4.0,3.0
2205,21600821,2.0,2.0
2206,21600827,2.0,2.0
2207,21600824,2.0,1.0
2208,21600822,3.0,3.0
2209,21600829,2.0,1.0
2210,21600828,2.0,2.0
2211,21600816,2.0,2.0
2212,21600817,2.0,2.0
2213,21600818,4.0,2.0
2214,21600819,2.0,2.0
2215,21600809,1.0,1.0
2216,21600811,2.0,1.0
2217,21600812,2.0,1.0
2218,21600814,2.0,2.0
2219,21600808,2.0,3.0
2220,21600813,2.0,1.0
2221,21600810,2.0,1.0
2222,21600815,2.0,2.0
2223,21600805,2.0,2.0
2224,21600804,2.0,2.0
2225,21600800,2.0,2.0
2226,21600801,2.0,2.0
2227,21600802,2.0,2.0
2228,21600803,2.0,2.0
2229,21600799,2.0,2.0
2230,21600807,2.0,2.0
2231,21600806,2.0,2.0
2232,21600797,2.0,1.0
2233,21600798,2.0,1.0
2234,21600794,2.0,2.0
2235,21600796,3.0,1.0
2236,21600795,2.0,1.0
2237,21600783,2.0,2.0
2238,21600791,2.0,2.0
2239,21600790,2.0,2.0
2240,21600785,2.0,2.0
2241,21600786,2.0,2.0
2242,21600792,4.0,2.0
2243,21600788,2.0,2.0
2244,21600787,4.0,2.0
2245,21600789,2.0,2.0
2246,21600782,2.0,2.0
2247,21600784,1.0,2.0
2248,21600793,2.0,3.0
2249,21600780,4.0,3.0
2250,21600781,1.0,2.0
2251,21600779,3.0,2.0
2252,21600770,2.0,1.0
2253,21600769,2.0,2.0
2254,21600775,2.0,2.0
2255,21600768,2.0,3.0
2256,21600772,2.0,2.0
2257,21600773,2.0,2.0
2258,21600771,1.0,1.0
2259,21600776,2.0,3.0
2260,21600777,2.0,2.0
2261,21600774,2.0,2.0
2262,21600778,2.0,3.0
2263,21600766,2.0,3.0
2264,21600767,2.0,2.0
2265,21600765,2.0,2.0
2266,21600762,2.0,1.0
2267,21600757,1.0,1.0
2268,21600755,2.0,3.0
2269,21600763,1.0,1.0
2270,21600756,2.0,1.0
2271,21600759,3.0,3.0
2272,21600758,3.0,2.0
2273,21600761,1.0,1.0
2274,21600760,3.0,3.0
2275,21600764,1.0,2.0
2276,21600748,2.0,2.0
2277,21600749,1.0,2.0
2278,21600751,2.0,1.0
2279,21600754,3.0,2.0
2280,21600752,2.0,2.0
2281,21600750,2.0,2.0
2282,21600746,2.0,2.0
2283,21600747,2.0,2.0
2284,21600753,3.0,2.0
2285,21600745,1.0,1.0
2286,21600744,2.0,1.0
2287,21600742,2.0,2.0
2288,21600743,2.0,1.0
2289,21600735,2.0,1.0
2290,21600731,2.0,2.0
2291,21600734,2.0,3.0
2292,21600736,2.0,2.0
2293,21600732,2.0,1.0
2294,21600741,3.0,1.0
2295,21600737,1.0,2.0
2296,21600740,1.0,3.0
2297,21600730,2.0,3.0
2298,21600733,2.0,1.0
2299,21600739,2.0,4.0
2300,21600738,4.0,4.0
2301,21600729,5.0,3.0
2302,21600727,2.0,2.0
2303,21600724,2.0,2.0
2304,21600726,2.0,1.0
2305,21600725,2.0,2.0
2306,21600728,2.0,3.0
2307,21600720,2.0,1.0
2308,21600719,2.0,2.0
2309,21600722,1.0,1.0
2310,21600721,2.0,2.0
2311,21600266,1.0,2.0
2312,21600723,2.0,2.0
2313,21600717,2.0,3.0
2314,21600713,2.0,2.0
2315,21600711,2.0,2.0
2316,21600712,2.0,3.0
2317,21600716,2.0,2.0
2318,21600715,2.0,2.0
2319,21600718,2.0,1.0
2320,21600714,2.0,2.0
2321,21600710,2.0,1.0
2322,21600705,1.0,5.0
2323,21600707,3.0,4.0
2324,21600704,1.0,1.0
2325,21600706,1.0,1.0
2326,21600709,2.0,4.0
2327,21600708,2.0,1.0
2328,21600696,1.0,2.0
2329,21600699,2.0,2.0
2330,21600702,2.0,3.0
2331,21600695,2.0,2.0
2332,21600700,2.0,2.0
2333,21600697,2.0,3.0
2334,21600698,2.0,2.0
2335,21600703,2.0,2.0
2336,21600701,2.0,3.0
2337,21600694,2.0,2.0
2338,21600691,2.0,3.0
2339,21600692,2.0,2.0
2340,21600690,1.0,1.0
2341,21600693,2.0,1.0
2342,21600680,2.0,2.0
2343,21600683,1.0,2.0
2344,21600688,3.0,2.0
2345,21600681,1.0,2.0
2346,21600689,4.0,3.0
2347,21600687,2.0,2.0
2348,21600685,4.0,1.0
2349,21600684,2.0,1.0
2350,21600686,2.0,2.0
2351,21600682,2.0,2.0
2352,21600676,1.0,3.0
2353,21600674,2.0,1.0
2354,21600678,2.0,1.0
2355,21600677,2.0,3.0
2356,21600675,3.0,1.0
2357,21600679,2.0,2.0
2358,21600672,2.0,2.0
2359,21600667,2.0,2.0
2360,21600669,2.0,2.0
2361,21600668,2.0,1.0
2362,21600665,2.0,2.0
2363,21600670,2.0,2.0
2364,21600671,3.0,2.0
2365,21600666,2.0,2.0
2366,21600673,2.0,5.0
2367,21600664,3.0,1.0
2368,21600662,2.0,2.0
2369,21600663,2.0,1.0
2370,21600661,2.0,2.0
2371,21600654,2.0,2.0
2372,21600653,1.0,1.0
2373,21600651,3.0,2.0
2374,21600655,2.0,1.0
2375,21600657,2.0,2.0
2376,21600660,1.0,1.0
2377,21600650,3.0,1.0
2378,21600652,1.0,1.0
2379,21600658,2.0,2.0
2380,21600656,1.0,1.0
2381,21600659,1.0,1.0
2382,21600649,3.0,2.0
2383,21600647,2.0,3.0
2384,21600646,2.0,2.0
2385,21600648,1.0,4.0
2386,21600642,2.0,2.0
2387,21600644,2.0,2.0
2388,21600645,2.0,3.0
2389,21600641,2.0,2.0
2390,21600643,2.0,2.0
2391,21600639,2.0,2.0
2392,21600638,1.0,1.0
2393,21600636,3.0,3.0
2394,21600637,2.0,2.0
2395,21600640,3.0,2.0
2396,21600628,2.0,3.0
2397,21600633,3.0,2.0
2398,21600632,1.0,2.0
2399,21600630,2.0,2.0
2400,21600634,2.0,2.0
2401,21600629,2.0,2.0
2402,21600631,2.0,2.0
2403,21600627,2.0,1.0
2404,21600635,3.0,2.0
2405,21600626,2.0,1.0
2406,21600625,3.0,2.0
2407,21600623,4.0,2.0
2408,21600624,2.0,2.0
2409,21600622,2.0,2.0
2410,21600621,2.0,1.0
2411,21600616,4.0,2.0
2412,21600614,2.0,3.0
2413,21600613,1.0,1.0
2414,21600618,3.0,3.0
2415,21600619,4.0,3.0
2416,21600617,4.0,2.0
2417,21600615,1.0,2.0
2418,21600620,2.0,2.0
2419,21600612,1.0,2.0
2420,21600607,2.0,2.0
2421,21600608,3.0,2.0
2422,21600606,2.0,3.0
2423,21600611,2.0,1.0
2424,21600609,2.0,2.0
2425,21600610,2.0,2.0
2426,21600601,3.0,2.0
2427,21600603,3.0,1.0
2428,21600602,2.0,2.0
2429,21600604,1.0,1.0
2430,21600605,2.0,2.0
2431,21600596,2.0,2.0
2432,21600597,3.0,2.0
2433,21600595,2.0,2.0
2434,21600592,3.0,1.0
2435,21600598,2.0,2.0
2436,21600594,3.0,3.0
2437,21600593,2.0,3.0
2438,21600600,3.0,1.0
2439,21600599,3.0,2.0
2440,21600588,2.0,2.0
2441,21600587,1.0,2.0
2442,21600590,2.0,2.0
2443,21600586,2.0,3.0
2444,21600589,5.0,5.0
2445,21600591,4.0,3.0
2446,21600584,3.0,3.0
2447,21600582,2.0,1.0
2448,21600583,1.0,1.0
2449,21600585,1.0,1.0
2450,21600581,2.0,3.0
2451,21600580,3.0,2.0
2452,21600577,2.0,2.0
2453,21600575,3.0,2.0
2454,21600571,2.0,1.0
2455,21600574,2.0,3.0
2456,21600578,2.0,2.0
2457,21600572,2.0,3.0
2458,21600573,2.0,3.0
2459,21600576,2.0,2.0
2460,21600579,2.0,2.0
2461,21600570,2.0,2.0
2462,21600568,2.0,2.0
2463,21600569,2.0,2.0
2464,21600567,2.0,2.0
2465,21600561,2.0,2.0
2466,21600563,1.0,2.0
2467,21600559,3.0,3.0
2468,21600562,2.0,2.0
2469,21600564,2.0,1.0
2470,21600560,2.0,2.0
2471,21600565,3.0,2.0
2472,21600566,2.0,2.0
2473,21600558,2.0,2.0
2474,21600552,2.0,1.0
2475,21600556,1.0,2.0
2476,21600554,3.0,2.0
2477,21600557,2.0,2.0
2478,21600553,1.0,2.0
2479,21600555,2.0,2.0
2480,21600549,1.0,2.0
